"","text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"30083","british",0,0,0,0,0,0,0,0,0,0
"30084","museum",0,0,0,0,0,0,0,0,0,0
"30085","visited",0,0,0,0,0,0,0,0,0,0
"30086","day",0,0,0,0,0,0,0,0,0,0
"30087","pm",0,0,0,0,0,0,0,0,0,0
"30088","rosetta",0,0,0,0,0,0,0,0,0,0
"30089","stone",1,0,0,0,0,0,0,0,1,0
"30090","parthenon",0,0,0,0,0,0,0,0,0,0
"30091","sculptures",0,0,0,0,0,0,0,0,0,0
"30092","frieze",0,0,0,0,0,0,0,0,0,0
"30093","mummies",0,0,0,0,0,0,0,0,0,0
"30094","highlights",0,0,0,0,0,0,0,0,0,0
"30095","enjoyed",0,0,0,0,0,0,0,0,0,0
"30096","enjoyed",0,0,0,0,0,0,0,0,0,0
"30097","audio",0,0,0,0,0,0,0,0,0,0
"30098","tour",0,0,0,0,0,0,0,0,0,0
"30099","guided",0,0,0,0,0,0,0,0,0,0
"30100","famous",0,0,0,0,0,0,0,0,0,1
"30101","elgin",0,0,0,0,0,0,0,0,0,0
"30102","marbles",0,0,0,0,0,0,0,0,0,0
"30103","rosetta",0,0,0,0,0,0,0,0,0,0
"30104","stone",1,0,0,0,0,0,0,0,1,0
"30105","greek",0,0,0,0,0,0,0,0,0,0
"30106","vases",0,0,0,0,0,0,0,0,0,0
"30107","museum",0,0,0,0,0,0,0,0,0,0
"30108","worldclass",0,0,0,0,0,0,0,0,0,0
"30109","collection",0,0,0,0,0,0,0,0,0,0
"30110","art",0,1,0,0,1,1,1,0,0,1
"30111","countless",0,0,0,0,0,0,0,0,0,0
"30112","cultures",0,0,0,0,0,0,0,0,0,0
"30113","traditions",0,0,0,0,0,0,0,0,0,0
"30114","crowds",0,0,0,0,0,0,0,0,0,0
"30115","overwhelming",0,0,0,0,0,0,0,0,0,1
"30116","times",0,0,0,0,0,0,0,0,0,0
"30117","coming",0,1,0,0,0,0,0,0,0,0
"30118","peak",0,0,0,0,0,0,0,0,0,0
"30119","times",0,0,0,0,0,0,0,0,0,0
"30120","overwhelming",0,0,0,0,0,0,0,0,0,1
"30121","loved",0,0,0,0,0,0,0,0,0,0
"30122","free",0,0,0,0,0,0,0,0,0,0
"30123","visit",0,0,0,0,0,0,0,0,0,1
"30124","british",0,0,0,0,0,0,0,0,0,0
"30125","museum",0,0,0,0,0,0,0,0,0,0
"30126","ancient",0,0,0,0,0,0,0,0,1,0
"30127","civilizations",0,0,0,0,0,0,0,0,0,0
"30128","antiquities",0,0,0,0,0,0,0,0,0,0
"30129","heaven",0,0,0,0,0,0,0,0,0,0
"30130","greece",0,0,0,0,0,0,0,0,0,0
"30131","egypt",0,0,0,0,0,0,0,0,0,0
"30132","middle",0,0,0,0,0,0,0,0,0,0
"30133","east",0,0,0,0,0,0,0,0,0,0
"30134","roman",0,0,0,0,0,0,0,0,0,0
"30135","china",0,0,0,0,0,0,0,0,0,0
"30136","india",0,0,0,0,0,0,0,0,0,0
"30137","represented",0,0,0,0,0,0,0,0,0,1
"30138","rosetta",0,0,0,0,0,0,0,0,0,0
"30139","stone",1,0,0,0,0,0,0,0,1,0
"30140","mummies",0,0,0,0,0,0,0,0,0,0
"30141","statues",0,0,0,0,0,0,0,0,0,0
"30142","kinds",0,0,0,0,0,0,0,0,0,0
"30143","loved",0,0,0,0,0,0,0,0,0,0
"30144","museum",0,0,0,0,0,0,0,0,0,0
"30145","variety",0,0,0,0,0,0,0,0,0,0
"30146","impressing",0,0,0,0,0,0,0,0,0,0
"30147","sculptures",0,0,0,0,0,0,0,0,0,0
"30148","time",0,1,0,0,0,0,0,0,0,0
"30149","read",0,0,0,0,0,0,0,0,0,0
"30150","enjoy",0,1,0,0,1,0,0,1,0,1
"30151","museum",0,0,0,0,0,0,0,0,0,0
"30152","worth",0,0,0,0,0,0,0,0,0,1
"30153","visit",0,0,0,0,0,0,0,0,0,1
"30154","elgin",0,0,0,0,0,0,0,0,0,0
"30155","marbles",0,0,0,0,0,0,0,0,0,0
"30156","lot",0,0,0,0,0,0,0,0,0,0
"30157","grab",1,0,0,0,0,0,0,0,1,0
"30158","map",0,0,0,0,0,0,0,0,0,0
"30159","plan",0,1,0,0,0,0,0,0,0,0
"30160","visit",0,0,0,0,0,0,0,0,0,1
"30161","spent",0,0,0,0,0,0,0,0,1,0
"30162","time",0,1,0,0,0,0,0,0,0,0
"30163","visiting",0,0,0,0,0,0,0,0,0,0
"30164","ancient",0,0,0,0,0,0,0,0,1,0
"30165","greece",0,0,0,0,0,0,0,0,0,0
"30166","rome",0,0,0,0,0,0,0,0,0,0
"30167","european",0,0,0,0,0,0,0,0,0,0
"30168","galleries",0,0,0,0,0,0,0,0,0,0
"30169","check",0,0,0,0,0,0,0,0,0,0
"30170","free",0,0,0,0,0,0,0,0,0,0
"30171","special",0,0,0,0,1,0,0,0,0,1
"30172","exhibitions",0,0,0,0,0,0,0,0,0,0
"30173","werent",0,0,0,0,0,0,0,0,0,0
"30174","visit",0,0,0,0,0,0,0,0,0,1
"30175","museum",0,0,0,0,0,0,0,0,0,0
"30176","time",0,1,0,0,0,0,0,0,0,0
"30177","yo",0,0,0,0,0,0,0,0,0,0
"30178","granddaughter",0,0,0,0,0,0,0,0,0,0
"30179","spied",0,0,0,0,0,0,0,0,0,0
"30180","advertisement",0,0,0,0,0,0,0,0,0,0
"30181","tube",0,0,0,0,0,0,0,0,0,0
"30182","station",0,0,0,0,0,0,0,0,0,0
"30183","manga",0,0,0,0,0,0,0,0,0,0
"30184","exhibition",0,0,0,0,0,0,0,0,0,0
"30185","sounded",0,0,0,0,0,0,0,0,0,0
"30186","awesome",0,0,0,0,0,0,0,0,0,0
"30187","couldnt",0,0,0,0,0,0,0,0,0,0
"30188","spending",0,0,0,0,0,0,0,0,0,0
"30189","hours",0,0,0,0,0,0,0,0,0,0
"30190","museum",0,0,0,0,0,0,0,0,0,0
"30191","july",0,0,0,0,0,0,0,0,0,0
"30192","sweltering",0,0,0,0,0,0,0,0,0,0
"30193","hot",1,0,0,0,0,0,0,0,0,0
"30194","saturday",0,0,0,0,0,0,0,0,0,0
"30195","crowded",0,0,0,0,0,0,0,0,0,0
"30196","queue",0,0,0,0,0,0,0,0,0,0
"30197","bag",0,0,0,0,0,0,0,0,0,0
"30198","check",0,0,0,0,0,0,0,0,0,0
"30199","faster",0,0,0,0,0,0,0,0,0,0
"30200","shade",0,0,0,0,0,0,0,0,0,0
"30201","museum",0,0,0,0,0,0,0,0,0,0
"30202","packed",0,0,0,0,0,0,0,0,0,0
"30203","people",0,0,0,0,0,0,0,0,0,0
"30204","sortof",0,0,0,0,0,0,0,0,0,0
"30205","rushed",0,0,0,0,0,0,0,0,0,0
"30206","lot",0,0,0,0,0,0,0,0,0,0
"30207","hitting",0,0,0,0,0,0,0,0,0,0
"30208","lovely",0,1,0,0,1,1,1,1,0,1
"30209","visit",0,0,0,0,0,0,0,0,0,1
"30210","plenty",0,0,0,0,0,0,0,0,0,0
"30211","japanese",0,0,0,0,0,0,0,0,0,0
"30212","cosplay",0,0,0,0,0,0,0,0,0,0
"30213","parade",0,1,0,1,1,0,1,0,1,1
"30214","organised",0,0,0,0,0,0,0,0,0,0
"30215","lovely",0,1,0,0,1,1,1,1,0,1
"30216","watch",0,1,0,1,0,0,0,0,0,0
"30217","brilliant",0,1,0,0,1,0,0,1,0,1
"30218","museum",0,0,0,0,0,0,0,0,0,0
"30219","folding",0,0,0,0,0,0,0,0,0,0
"30220","stools",0,0,1,0,0,0,0,0,1,0
"30221","people",0,0,0,0,0,0,0,0,0,0
"30222","round",0,0,0,0,0,0,0,0,0,0
"30223","seat",0,0,0,0,0,0,0,0,0,0
"30224","mobility",0,0,0,0,0,0,0,0,0,0
"30225","easily",0,0,0,0,0,0,0,0,0,0
"30226","museums",0,0,0,0,0,0,0,0,0,0
"30227","world",0,0,0,0,0,0,0,0,0,0
"30228","british",0,0,0,0,0,0,0,0,0,0
"30229","museum",0,0,0,0,0,0,0,0,0,0
"30230","holds",0,0,0,0,0,0,0,0,0,0
"30231","incredible",0,0,0,0,0,0,0,0,0,0
"30232","art",0,1,0,0,1,1,1,0,0,1
"30233","artifacts",0,0,0,0,0,0,0,0,0,0
"30234","arent",0,0,0,0,0,0,0,0,0,0
"30235","museum",0,0,0,0,0,0,0,0,0,0
"30236","fans",0,0,0,0,0,0,0,0,0,0
"30237","kids",0,0,0,0,0,0,0,0,0,0
"30238","museum",0,0,0,0,0,0,0,0,0,0
"30239","delight",0,1,0,0,1,0,0,0,0,1
"30240","museums",0,0,0,0,0,0,0,0,0,0
"30241","london",0,0,0,0,0,0,0,0,0,0
"30242","completely",0,0,0,0,0,0,0,0,0,1
"30243","free",0,0,0,0,0,0,0,0,0,0
"30244","dont",0,0,0,0,0,0,0,0,0,0
"30245","premier",0,0,0,0,0,0,0,0,0,1
"30246","museums",0,0,0,0,0,0,0,0,0,0
"30247","world",0,0,0,0,0,0,0,0,0,0
"30248","it’s",0,0,0,0,0,0,0,0,0,0
"30249","kinds",0,0,0,0,0,0,0,0,0,0
"30250","wonderful",0,0,0,0,1,0,1,1,0,1
"30251","pieces",0,0,0,0,0,0,0,0,0,0
"30252","art",0,1,0,0,1,1,1,0,0,1
"30253","empire",0,0,0,0,0,0,0,0,0,0
"30254","collected",0,0,0,0,0,0,0,0,0,0
"30255","it’s",0,0,0,0,0,0,0,0,0,0
"30256","collections",0,0,0,0,0,0,0,0,0,0
"30257","world",0,0,0,0,0,0,0,0,0,0
"30258","friday",0,0,0,0,0,0,0,0,0,0
"30259","evening",0,0,0,0,0,0,0,0,0,0
"30260","meant",0,0,0,0,0,0,0,0,0,0
"30261","busy",0,0,0,0,0,0,0,0,0,0
"30262","impressive",0,0,0,0,0,0,0,0,0,0
"30263","kids",0,0,0,0,0,0,0,0,0,0
"30264","didn’t",0,0,0,0,0,0,0,0,0,0
"30265","spend",0,0,0,0,0,0,0,0,0,0
"30266","lot",0,0,0,0,0,0,0,0,0,0
"30267","time",0,1,0,0,0,0,0,0,0,0
"30268","mummies",0,0,0,0,0,0,0,0,0,0
"30269","ancient",0,0,0,0,0,0,0,0,1,0
"30270","egypt",0,0,0,0,0,0,0,0,0,0
"30271","worth",0,0,0,0,0,0,0,0,0,1
"30272","strongly",0,0,0,0,0,0,0,0,0,1
"30273","recommended",0,0,0,0,0,0,0,0,0,0
"30274","hours",0,0,0,0,0,0,0,0,0,0
"30275","day",0,0,0,0,0,0,0,0,0,0
"30276","attraction",0,0,0,0,0,0,0,0,0,1
"30277","exhibits",0,0,0,0,0,0,0,0,0,0
"30278","wife",0,0,0,0,0,0,0,0,0,0
"30279","museum",0,0,0,0,0,0,0,0,0,0
"30280","visits",0,0,0,0,0,0,0,0,0,0
"30281","love",0,0,0,0,1,0,0,0,0,1
"30282","coming",0,1,0,0,0,0,0,0,0,0
"30283","takes",0,0,0,0,0,0,0,0,0,0
"30284","bearings",0,0,0,0,0,0,0,0,0,0
"30285","buy",0,0,0,0,0,0,0,0,0,0
"30286","map",0,0,0,0,0,0,0,0,0,0
"30287","simply",0,0,0,0,0,0,0,0,0,0
"30288","pace",0,0,0,0,0,0,0,0,0,0
"30289","goodness",0,1,0,0,1,0,1,1,0,1
"30290","cafe",0,0,0,0,0,0,0,0,0,1
"30291","break",0,0,0,0,0,0,1,0,0,0
"30292","drinkcake",0,0,0,0,0,0,0,0,0,0
"30293","rest",0,0,0,0,0,0,0,0,0,1
"30294","delighted",0,1,0,0,1,0,1,0,0,1
"30295","sutton",0,0,0,0,0,0,0,0,0,0
"30296","visiting",0,0,0,0,0,0,0,0,0,0
"30297","museum",0,0,0,0,0,0,0,0,0,0
"30298","it’s",0,0,0,0,0,0,0,0,0,0
"30299","sufficient",0,0,0,0,0,0,0,0,0,0
"30300","time",0,1,0,0,0,0,0,0,0,0
"30301","spend",0,0,0,0,0,0,0,0,0,0
"30302","british",0,0,0,0,0,0,0,0,0,0
"30303","museum",0,0,0,0,0,0,0,0,0,0
"30304","awesome",0,0,0,0,0,0,0,0,0,0
"30305","premises",0,0,0,0,0,0,0,0,0,1
"30306","huge",0,0,0,0,0,0,0,0,0,0
"30307","collections",0,0,0,0,0,0,0,0,0,0
"30308","maintained",0,0,0,0,0,0,0,0,0,0
"30309","properly",0,0,0,0,0,0,0,0,0,0
"30310","organised",0,0,0,0,0,0,0,0,0,0
"30311","toilets",0,0,0,0,0,0,0,0,0,0
"30312","located",0,0,0,0,0,0,0,0,0,0
"30313","lots",0,0,0,0,0,0,0,0,0,0
"30314","lots",0,0,0,0,0,0,0,0,0,0
"30315","lucky",0,0,0,0,1,0,1,0,0,1
"30316","private",0,0,0,0,0,0,0,0,0,0
"30317","tour",0,0,0,0,0,0,0,0,0,0
"30318","guide",0,0,0,0,0,0,0,1,0,1
"30319","started",0,0,0,0,0,0,0,0,0,0
"30320","hours",0,0,0,0,0,0,0,0,0,0
"30321","friends",0,0,0,0,0,0,0,0,0,0
"30322","families",0,0,0,0,0,0,0,0,0,0
"30323","history",0,0,0,0,0,0,0,0,0,0
"30324","fanatics",0,0,0,0,0,0,0,0,0,0
"30325","spend",0,0,0,0,0,0,0,0,0,0
"30326","time",0,1,0,0,0,0,0,0,0,0
"30327","london",0,0,0,0,0,0,0,0,0,0
"30328","museum",0,0,0,0,0,0,0,0,0,0
"30329","huge",0,0,0,0,0,0,0,0,0,0
"30330","spans",0,0,0,0,0,0,0,0,0,0
"30331","wide",0,0,0,0,0,0,0,0,0,0
"30332","range",0,0,0,0,0,0,0,0,0,0
"30333","monuments",0,0,0,0,0,0,0,0,0,0
"30334","statues",0,0,0,0,0,0,0,0,0,0
"30335","you’d",0,0,0,0,0,0,0,0,0,0
"30336","hours",0,0,0,0,0,0,0,0,0,0
"30337","roam",0,0,0,0,0,0,0,0,0,0
"30338","entire",0,0,0,0,0,0,0,0,0,0
"30339","buy",0,0,0,0,0,0,0,0,0,0
"30340","souvenirs",0,0,0,0,0,0,0,0,0,0
"30341","gifts",0,0,0,0,0,0,0,0,0,0
"30342","love",0,0,0,0,1,0,0,0,0,1
"30343","history",0,0,0,0,0,0,0,0,0,0
"30344","fascinated",0,0,0,0,0,0,0,0,0,0
"30345","learn",0,0,0,0,0,0,0,0,0,1
"30346","ancient",0,0,0,0,0,0,0,0,1,0
"30347","civilizations",0,0,0,0,0,0,0,0,0,0
"30348","sumerians",0,0,0,0,0,0,0,0,0,0
"30349","werent",0,0,0,0,0,0,0,0,0,0
"30350","close",0,0,0,0,0,0,0,0,0,0
"30351","rosetta",0,0,0,0,0,0,0,0,0,0
"30352","stone",1,0,0,0,0,0,0,0,1,0
"30353","museum",0,0,0,0,0,0,0,0,0,0
"30354","busy",0,0,0,0,0,0,0,0,0,0
"30355","son",0,0,0,0,0,0,0,0,0,0
"30356","loved",0,0,0,0,0,0,0,0,0,0
"30357","mummies",0,0,0,0,0,0,0,0,0,0
"30358","ancient",0,0,0,0,0,0,0,0,1,0
"30359","egypt",0,0,0,0,0,0,0,0,0,0
"30360","looked",0,0,0,0,0,0,0,0,0,0
"30361","pretty",0,1,0,0,1,0,0,1,0,1
"30362","scary",0,0,0,0,0,0,0,0,0,0
"30363","amazed",0,0,0,0,0,0,0,0,0,0
"30364","heat",0,0,0,0,0,0,0,0,0,0
"30365","wave",0,0,0,0,0,0,0,0,0,0
"30366","hot",1,0,0,0,0,0,0,0,0,0
"30367","crowdedbut",0,0,0,0,0,0,0,0,0,0
"30368","totally",0,0,0,0,0,0,0,0,0,0
"30369","worth",0,0,0,0,0,0,0,0,0,1
"30370","trip",0,0,0,0,0,0,1,0,0,0
"30371","time",0,1,0,0,0,0,0,0,0,0
"30372","honestly",0,0,0,0,0,0,0,0,0,0
"30373","hour",0,0,0,0,0,0,0,0,0,0
"30374","visit",0,0,0,0,0,0,0,0,0,1
"30375","hours",0,0,0,0,0,0,0,0,0,0
"30376","held",0,0,0,0,0,0,0,0,0,0
"30377","kids",0,0,0,0,0,0,0,0,0,0
"30378","attention",0,0,0,0,0,0,0,0,0,1
"30379","wonderful",0,0,0,0,1,0,1,1,0,1
"30380","exhibits",0,0,0,0,0,0,0,0,0,0
"30381","world",0,0,0,0,0,0,0,0,0,0
"30382","complete",0,0,0,0,0,0,0,0,0,0
"30383","visit",0,0,0,0,0,0,0,0,0,1
"30384","museum",0,0,0,0,0,0,0,0,0,0
"30385","london",0,0,0,0,0,0,0,0,0,0
"30386","imagine",0,0,0,0,0,0,0,0,0,0
"30387","free",0,0,0,0,0,0,0,0,0,0
"30388","contribute",0,0,0,0,0,0,0,0,0,1
"30389","voluntary",0,0,0,0,0,0,0,0,0,0
"30390","donation",0,0,0,0,0,0,0,0,0,1
"30391","worth",0,0,0,0,0,0,0,0,0,1
"30392","lot",0,0,0,0,0,0,0,0,0,0
"30393","history",0,0,0,0,0,0,0,0,0,0
"30394","offpeak",0,0,0,0,0,0,0,0,0,0
"30395","time",0,1,0,0,0,0,0,0,0,0
"30396","week",0,0,0,0,0,0,0,0,0,0
"30397","people",0,0,0,0,0,0,0,0,0,0
"30398","enjoy",0,1,0,0,1,0,0,1,0,1
"30399","exhibits",0,0,0,0,0,0,0,0,0,0
"30400","organized",0,0,0,0,0,0,0,0,0,1
"30401","musuem",0,0,0,0,0,0,0,0,0,0
"30402","organized",0,0,0,0,0,0,0,0,0,1
"30403","date",0,0,0,0,0,0,0,0,0,0
"30404","makes",0,0,0,0,0,0,0,0,0,0
"30405","easy",0,0,0,0,0,0,0,0,0,0
"30406","navigate",0,0,0,0,0,0,0,0,0,0
"30407","post",0,0,0,0,0,0,0,0,0,0
"30408","card",0,0,0,0,0,0,0,0,0,0
"30409","exhibit",0,0,0,0,0,0,0,0,0,0
"30410","free",0,0,0,0,0,0,0,0,0,0
"30411","charge",0,0,0,0,0,0,0,0,0,0
"30412","musem",0,0,0,0,0,0,0,0,0,0
"30413","nice",0,0,0,0,0,0,0,0,0,0
"30414","cafes",0,0,0,0,0,0,0,0,0,0
"30415","extensive",0,0,0,0,0,0,0,0,0,1
"30416","shop",0,0,0,0,0,0,0,0,0,0
"30417","family",0,0,0,0,0,0,0,0,0,0
"30418","spent",0,0,0,0,0,0,0,0,1,0
"30419","hours",0,0,0,0,0,0,0,0,0,0
"30420","ancient",0,0,0,0,0,0,0,0,1,0
"30421","civilizations",0,0,0,0,0,0,0,0,0,0
"30422","roomswe",0,0,0,0,0,0,0,0,0,0
"30423","easily",0,0,0,0,0,0,0,0,0,0
"30424","spent",0,0,0,0,0,0,0,0,1,0
"30425","entire",0,0,0,0,0,0,0,0,0,0
"30426","day",0,0,0,0,0,0,0,0,0,0
"30427","arrive",0,1,0,0,0,0,0,0,0,0
"30428","time",0,1,0,0,0,0,0,0,0,0
"30429","avoid",0,0,0,1,0,0,0,0,1,0
"30430","wait",0,1,0,0,0,0,0,0,1,0
"30431","amazing",0,0,0,0,0,0,0,0,0,0
"30432","museum",0,0,0,0,0,0,0,0,0,0
"30433","british",0,0,0,0,0,0,0,0,0,0
"30434","coins",0,0,0,0,0,0,0,0,0,0
"30435","security",0,0,0,0,0,0,0,0,0,0
"30436","control",0,0,0,0,0,0,0,0,0,0
"30437","entrance",0,0,0,0,0,0,0,0,0,0
"30438","poor",0,0,0,0,0,0,0,0,0,0
"30439","traveling",0,0,0,0,0,0,0,0,0,1
"30440","elderly",0,0,0,0,0,0,0,0,0,0
"30441","sister",0,0,0,0,0,0,0,0,0,0
"30442","reserve",0,0,0,0,0,0,0,0,0,1
"30443","wheelchair",0,0,0,0,0,0,0,0,0,0
"30444","waiting",0,0,0,0,0,0,0,0,0,0
"30445","entered",0,0,0,0,0,0,0,0,0,0
"30446","museum",0,0,0,0,0,0,0,0,0,0
"30447","children",0,0,0,0,0,0,0,0,0,0
"30448","schools",0,0,0,0,0,0,0,0,0,0
"30449","grand",0,0,0,0,0,0,0,0,0,0
"30450","day",0,0,0,0,0,0,0,0,0,0
"30451","return",0,0,0,0,0,0,0,0,0,0
"30452","day",0,0,0,0,0,0,0,0,0,0
"30453","rent",0,0,0,0,0,0,0,0,0,0
"30454","audio",0,0,0,0,0,0,0,0,0,0
"30455","awesome",0,0,0,0,0,0,0,0,0,0
"30456","building",0,0,0,0,0,0,0,0,0,1
"30457","lots",0,0,0,0,0,0,0,0,0,0
"30458","displays",0,0,0,0,0,0,0,0,0,0
"30459","currency",0,0,0,0,0,0,0,0,0,0
"30460","kinds",0,0,0,0,0,0,0,0,0,0
"30461","currency",0,0,0,0,0,0,0,0,0,0
"30462","world",0,0,0,0,0,0,0,0,0,0
"30463","historic",0,0,0,0,0,0,0,0,0,0
"30464","times",0,0,0,0,0,0,0,0,0,0
"30465","awesome",0,0,0,0,0,0,0,0,0,0
"30466","museum",0,0,0,0,0,0,0,0,0,0
"30467","unbearably",0,0,0,0,0,0,0,0,0,0
"30468","hot",1,0,0,0,0,0,0,0,0,0
"30469","inside",0,0,0,0,0,0,0,0,0,0
"30470","air",0,0,0,0,0,0,0,0,0,0
"30471","conditioning",0,0,0,0,0,0,0,0,0,0
"30472","prepare",0,1,0,0,0,0,0,0,0,1
"30473","melting",0,0,0,0,0,0,0,0,0,0
"30474","walk",0,0,0,0,0,0,0,0,0,0
"30475","museum",0,0,0,0,0,0,0,0,0,0
"30476","kids",0,0,0,0,0,0,0,0,0,0
"30477","price",0,0,0,0,0,0,0,0,0,0
"30478","can’t",0,0,0,0,0,0,0,0,0,0
"30479","beat",0,0,0,0,0,0,0,0,0,0
"30480","free",0,0,0,0,0,0,0,0,0,0
"30481","visit",0,0,0,0,0,0,0,0,0,1
"30482","london",0,0,0,0,0,0,0,0,0,0
"30483","elgin",0,0,0,0,0,0,0,0,0,0
"30484","marbles",0,0,0,0,0,0,0,0,0,0
"30485","england",0,0,0,0,0,0,0,0,0,0
"30486","preserving",0,0,0,0,0,0,0,0,0,0
"30487","wonders",0,0,0,0,0,0,0,0,0,0
"30488","museum",0,0,0,0,0,0,0,0,0,0
"30489","wont",0,1,0,0,0,0,0,0,0,0
"30490","change",0,0,0,1,0,0,0,0,0,0
"30491","easy",0,0,0,0,0,0,0,0,0,0
"30492","lost",0,0,0,0,0,1,0,0,1,0
"30493","huge",0,0,0,0,0,0,0,0,0,0
"30494","museum",0,0,0,0,0,0,0,0,0,0
"30495","featuring",0,0,0,0,0,0,0,0,0,0
"30496","unbelievable",0,0,0,0,0,0,0,0,1,0
"30497","antiquities",0,0,0,0,0,0,0,0,0,0
"30498","grab",1,0,0,0,0,0,0,0,1,0
"30499","map",0,0,0,0,0,0,0,0,0,0
"30500","enter",0,0,0,0,0,0,0,0,0,0
"30501","rosetta",0,0,0,0,0,0,0,0,0,0
"30502","stone",1,0,0,0,0,0,0,0,1,0
"30503","fantastic",0,0,0,0,0,0,0,0,0,0
"30504","security",0,0,0,0,0,0,0,0,0,0
"30505","officer",0,0,0,0,0,0,0,1,0,1
"30506","tip",0,0,0,0,0,0,0,0,0,0
"30507","arrive",0,1,0,0,0,0,0,0,0,0
"30508","head",0,0,0,0,0,0,0,0,0,0
"30509","directly",0,0,0,0,0,0,0,0,0,0
"30510","mummy",0,0,0,0,0,0,0,0,0,0
"30511","exhibit",0,0,0,0,0,0,0,0,0,0
"30512","museum",0,0,0,0,0,0,0,0,0,0
"30513","waste",0,0,1,0,0,0,0,0,1,0
"30514","time",0,1,0,0,0,0,0,0,0,0
"30515","court",1,1,0,1,0,0,0,0,0,0
"30516","restaurant",0,0,0,0,0,0,0,0,0,0
"30517","afternoon",0,0,0,0,0,0,0,0,0,0
"30518","tea",0,0,0,0,0,0,0,0,0,0
"30519","cream",0,1,0,0,1,0,1,0,0,1
"30520","sugar",0,0,0,0,0,0,0,0,0,1
"30521","pieces",0,0,0,0,0,0,0,0,0,0
"30522","cake",0,0,0,0,0,0,0,0,0,0
"30523","waitress",0,0,0,0,0,0,0,0,0,0
"30524","forgot",0,0,0,0,0,0,0,0,0,0
"30525","bringing",0,0,0,0,0,0,0,0,0,0
"30526","wrong",0,0,0,0,0,0,0,0,1,0
"30527","argued",0,0,0,0,0,0,0,0,0,0
"30528","love",0,0,0,0,1,0,0,0,0,1
"30529","ancient",0,0,0,0,0,0,0,0,1,0
"30530","egyptian",0,0,0,0,0,0,0,0,0,0
"30531","artifacts",0,0,0,0,0,0,0,0,0,0
"30532","togo",0,0,0,0,0,0,0,0,0,0
"30533","louvre",0,0,0,0,0,0,0,0,0,0
"30534","paris",0,0,0,0,0,0,0,0,0,0
"30535","arrived",0,0,0,0,0,0,0,0,0,0
"30536","saturday",0,0,0,0,0,0,0,0,0,0
"30537","minute",0,0,0,0,0,0,0,0,0,0
"30538","queue",0,0,0,0,0,0,0,0,0,0
"30539","security",0,0,0,0,0,0,0,0,0,0
"30540","free",0,0,0,0,0,0,0,0,0,0
"30541","museum",0,0,0,0,0,0,0,0,0,0
"30542","suggested",0,0,0,0,0,0,0,0,0,0
"30543","donation",0,0,0,0,0,0,0,0,0,1
"30544","spent",0,0,0,0,0,0,0,0,1,0
"30545","hours",0,0,0,0,0,0,0,0,0,0
"30546","egypt",0,0,0,0,0,0,0,0,0,0
"30547","exhibits",0,0,0,0,0,0,0,0,0,0
"30548","parthenon",0,0,0,0,0,0,0,0,0,0
"30549","galleries",0,0,0,0,0,0,0,0,0,0
"30550","spend",0,0,0,0,0,0,0,0,0,0
"30551","day",0,0,0,0,0,0,0,0,0,0
"30552","history",0,0,0,0,0,0,0,0,0,0
"30553","reading",0,0,0,0,0,0,0,0,0,1
"30554","understand",0,0,0,0,0,0,0,0,0,0
"30555","british",0,0,0,0,0,0,0,0,0,0
"30556","museum",0,0,0,0,0,0,0,0,0,0
"30557","amazing",0,0,0,0,0,0,0,0,0,0
"30558","collection",0,0,0,0,0,0,0,0,0,0
"30559","pick",0,0,0,0,0,0,0,0,0,1
"30560","blackwhite",0,0,0,0,0,0,0,0,0,0
"30561","donation",0,0,0,0,0,0,0,0,0,1
"30562","color",0,0,0,0,0,0,0,0,0,0
"30563","pounds",0,0,0,0,0,0,0,0,0,0
"30564","guide",0,0,0,0,0,0,0,1,0,1
"30565","plan",0,1,0,0,0,0,0,0,0,0
"30566","walk",0,0,0,0,0,0,0,0,0,0
"30567","worth",0,0,0,0,0,0,0,0,0,1
"30568","spend",0,0,0,0,0,0,0,0,0,0
"30569","hours",0,0,0,0,0,0,0,0,0,0
"30570","nice",0,0,0,0,0,0,0,0,0,0
"30571","collection",0,0,0,0,0,0,0,0,0,0
"30572","items",0,0,0,0,0,0,0,0,0,0
"30573","britain",0,0,0,0,0,0,0,0,0,0
"30574","collected",0,0,0,0,0,0,0,0,0,0
"30575","world",0,0,0,0,0,0,0,0,0,0
"30576","rosetta",0,0,0,0,0,0,0,0,0,0
"30577","stone",1,0,0,0,0,0,0,0,1,0
"30578","replica",0,0,0,0,0,0,0,0,0,0
"30579","handson",0,0,0,0,0,0,0,0,0,0
"30580","original",0,0,0,0,0,0,0,0,0,0
"30581","viewing",0,0,0,0,0,0,0,0,0,0
"30582","crowded",0,0,0,0,0,0,0,0,0,0
"30583","navigable",0,1,0,0,0,0,0,0,0,1
"30584","time",0,1,0,0,0,0,0,0,0,0
"30585","explore",0,1,0,0,0,0,0,0,0,0
"30586","wonderful",0,0,0,0,1,0,1,1,0,1
"30587","building",0,0,0,0,0,0,0,0,0,1
"30588","housing",0,0,0,0,0,0,0,0,0,0
"30589","worlds",0,0,0,0,0,0,0,0,0,0
"30590","exhibits",0,0,0,0,0,0,0,0,0,0
"30591","view",0,0,0,0,0,0,0,0,0,0
"30592","visits",0,0,0,0,0,0,0,0,0,0
"30593","im",0,0,0,0,0,0,0,0,0,0
